Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Francis Ngannou,def.,Curtis Blaydes,TKO (punches),1,0:45
Heavyweight,Alistair Overeem,def.,Sergei Pavlovich,TKO (punches),1,4:21
Bantamweight,Song Yadong,def.,Vince Morales,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Li Jingliang,def.,David Zawada,TKO (body kick and punches),3,4:07
Welterweight,Alex Morono,def.,Song Kenan,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Flyweight,Wu Yanan,def.,Lauren Mueller,Submission (armbar),1,4:00
Catchweight (208 lbs),Rashad Coulter,def.,Hu Yaozong,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Women's Strawweight,Zhang Weili,def.,Jessica Aguilar,Submission (armbar),1,3:41
Bantamweight,Liu Pingyuan,def.,Martin Day,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Women's Strawweight,Yan Xiaonan,def.,Syuri Kondo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Kevin Holland,def.,John Phillips,Submission (rear-naked choke),3,4:05
Bantamweight,Louis Smolka,def.,Su Mudaerji,Submission (armbar),2,2:07
