Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Junior dos Santos,def.,Ben Rothwell,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00
Heavyweight,Derrick Lewis,def.,Gabriel Gonzaga,KO (punches),1,4:48
Heavyweight,Francis Ngannou,def.,Curtis Blaydes,TKO (doctor stoppage),2,5:00
Heavyweight,Timothy Johnson,def.,Marcin Tybura,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Jan Błachowicz,def.,Igor Pokrajac,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Maryna Moroz,def.,Cristina Stanciu,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Zak Cummings,def.,Nicolas Dalby,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Alejandro Pérez,def.,Ian Entwistle,TKO (punches and elbows),1,4:04
Lightweight,Mairbek Taisumov,def.,Damir Hadžović,TKO (punch),1,3:44
Bantamweight,Damian Stasiak,def.,Filip Pejić,Submission (rear-naked choke),1,2:16
Featherweight,Lucas Martins,def.,Robert Whiteford,"Decision (split) (29–28, 28–29, 30–27)",3,5:00
Heavyweight,Jared Cannonier,def.,Cyril Asker,KO (punches and elbows),1,2:44
Middleweight,Bojan Veličković,def.,Alessio Di Chirico,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
