Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Robert Whittaker,def.,Derek Brunson,TKO (head kick and punches),1,4:07
Lightweight,Andrew Holbrook,def.,Jake Matthews,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Omari Akhmedov,def.,Kyle Noke,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Alexander Volkanovski,def,Yusuke Kasuya,TKO (punches),2,2:06
Light Heavyweight,Tyson Pedro,def.,Khalil Rountree,Submission (rear-naked choke),1,4:07
Women's Strawweight,Danielle Taylor,def.,Seo Hee Ham,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
Middleweight,Dan Kelly,def.,Chris Camozzi,"Decision (unanimous) (29–28, 29–27, 30–27)",3,5:00
Lightweight,Damien Brown,def.,Jon Tuck,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Jonathan Meunier,def.,Richard Walsh,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Flyweight,Ben Nguyen,def.,Geane Herrera,"Decision (unanimous) (30–27, 30–26, 30–27)",3,5:00
Featherweight,Jason Knight,def.,Dan Hooker,"Decision (unanimous) (29–28, 30–27, 30–26)",3,5:00
Featherweight,Marlon Vera,def.,Ning Guangyou,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Jenel Lausa,def.,Yao Zhikui,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
