Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Donald Cerrone,def.,Alex Oliveira,Submission (triangle choke),1,2:33
Middleweight,Derek Brunson,def.,Roan Carneiro,TKO (punches),1,2:38
Catchweight (142 lbs),Cody Garbrandt,def.,Augusto Mendes,TKO (punches),1,4:18
Featherweight,Dennis Bermudez,def.,Tatsuya Kawajiri,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Chris Camozzi,def.,Joe Riggs,TKO (knees),1,0:26
Lightweight,James Krause,def.,Shane Campbell,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Sean Strickland,def.,Alex Garcia,KO (punches),3,4:25
Middleweight,Oluwale Bamgbose,def.,Daniel Sarafian,KO (head kick and punches),1,1:00
Middleweight,Anthony Smith,def.,Leonardo Augusto Guimarães,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Nathan Coy,def.,Jonavin Webb,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Ashlee Evans-Smith,def.,Marion Reneau,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Women's Bantamweight,Lauren Murphy,def.,Kelly Faszholz,TKO (elbows and punches),3,4:55
Heavyweight,Shamil Abdurakhimov,def.,Anthony Hamilton,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
