Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Dominick Cruz (c),def,Demetrious Johnson,"Decision (unanimous) (50–45, 49–46, 50–45)",5,5:00
Heavyweight,Stefan Struve,def.,Pat Barry,Submission (triangle choke),2,3:22
Welterweight,Anthony Johnson,def.,Charlie Brenneman,TKO (head kick),1,2:49
Lightweight,Matt Wiman,def.,Mac Danzig,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Yves Edwards,def.,Rafaello Oliveira,TKO (head kick and punches),2,2:44
Lightweight,Paul Sass,def.,Michael Johnson,Submission (heel hook),1,3:00
Catchweight (138 lb),Mike Easton,def.,Byron Bloodworth,TKO (knees and punches),2,4:52
Lightweight,TJ Grant,def.,Shane Roller,Submission (armbar),3,2:12
Welterweight,Josh Neer,def.,Keith Wisniewski,TKO (doctor stoppage),2,5:00
Bantamweight,Walel Watson,def.,Joseph Sandoval,TKO (punches),1,1:17
