Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Conor McGregor,def.,Diego Brandão,TKO (punches),1,4:05
Welterweight,Gunnar Nelson,def.,Zak Cummings,Submission (rear-naked choke),2,4:48
Flyweight,Ian McCall,def.,Brad Pickett,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Norman Parke,def.,Naoyuki Kotani,TKO (strikes),2,3:41
Light Heavyweight,Ilir Latifi,def.,Chris Dempsey,TKO (punches),1,2:07
Flyweight,Neil Seery,def.,Phil Harris,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Cathal Pendred,def.,Mike King,Technical Submission (rear-naked choke),2,3:33
Middleweight,Trevor Smith,def.,Tor Troéng,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Nikita Krylov,def.,Cody Donovan,TKO (punches),1,4:57
Flyweight,Paddy Holohan,def.,Josh Sampo,Submission (rear-naked choke),1,3:06
