Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Jake Ellenberger,def.,Diego Sanchez,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Heavyweight,Stefan Struve,def.,Dave Herman,TKO (punches),2,3:52
Middleweight,Ronny Markes,def.,Aaron Simpson,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Stipe Miocic,def.,Phil De Fries,KO (punches),1,0:43
Bantamweight,T.J. Dillashaw,def.,Walel Watson,"Decision (unanimous) (30–25, 30–25, 30–26)",3,5:00
Bantamweight,Ivan Menjivar,def.,John Albert,Submission (rear-naked choke),1,3:45
Featherweight,Jonathan Brookins,def.,Vagner Rocha,KO (punches),1,1:32
Lightweight,Justin Salas,def.,Anton Kuivanen,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Lightweight,Tim Means,def.,Bernardo Magalhaes,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
