Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Mark Hunt,vs.,Antônio Silva,"Draw (majority) (48–47, 47–47, 47–47)",5,5:00
Light Heavyweight,Maurício Rua,def.,James Te Huna,KO (punch),1,1:03
Light Heavyweight,Ryan Bader,def.,Anthony Perosh,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Heavyweight,Soa Palelei,def.,Pat Barry,KO (punches),1,2:09
Middleweight,Clint Hester,def.,Dylan Andrews,TKO (doctor stoppage),2,5:00
Women's Bantamweight,Bethe Correia,def.,Julie Kedzie,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Takeya Mizugaki,def.,Nam Phan,"Decision (unanimous) (29–28, 29–28, 30–28)",3,5:00
Middleweight,Caio Magalhaes,def.,Nick Ring,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Flyweight,Justin Scoggins,def.,Richie Vaculik,TKO (punches),1,4:43
Middleweight,Krzysztof Jotko,def.,Bruno Santos,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Alex Garcia,def.,Ben Wall,KO (punches),1,0:43
