Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Glover Teixeira,def.,Ryan Bader,TKO (punches),1,2:55
Middleweight,Ronaldo Souza,def.,Yushin Okami,TKO (punches),1,2:47
Flyweight,Joseph Benavidez,def.,Jussier Formiga,TKO (knee to the body and punches),1,3:07
Lightweight,Piotr Hallmann,def.,Francisco Trinaldo,Submission (kimura),2,3:50
Middleweight,Rafael Natal,def.,Tor Troéng,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Flyweight,Ali Bagautinov,def.,Marcos Vinicius,TKO (punches),3,3:28
Featherweight,Kevin Souza,def.,Felipe Arantes,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Lucas Martins,def.,Junior Hernandez,Technical Submission (rear-naked choke),1,1:10
Welterweight,Elias Silvério,def.,João Zeferino,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Welterweight,Ivan Jorge,def.,Keith Wisniewski,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Welterweight,Sean Spencer,def.,Yuri Villefort,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
