Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Chan Sung Jung,def.,Dennis Bermudez,KO (punch),1,2:49
Women's Strawweight,Felice Herrig,def.,Alexa Grasso,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,James Vick,def.,Abel Trujillo,Submission (D'arce choke),3,0:49
Light Heavyweight,Volkan Oezdemir,def.,Ovince Saint Preux,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Marcel Fortuna,def.,Anthony Hamilton,KO (punch),1,3:10
Women's Strawweight,Jéssica Andrade,def.,Angela Hill,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Curtis Blaydes,vs.,Adam Milstead,No Contest (overturned),2,0:59
Featherweight,Chas Skelly,def.,Chris Gruetzemacher,Submission (rear-naked choke),2,2:01
Bantamweight,Ricardo Ramos,def.,Michinori Tanaka,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Catchweight (117.5 lbs),Tecia Torres,def.,Bec Rawlings,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Niko Price,vs.,Alex Morono,No Contest (overturned),2,5:00
Light Heavyweight,Khalil Rountree,def.,Daniel Jolly,KO (knee),1,0:52
