Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Chris Weidman,def.,Kelvin Gastelum,Submission (arm-triangle choke),3,3:45
Featherweight,Darren Elkins,def.,Dennis Bermudez,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Light Heavyweight,Patrick Cummins,def.,Gian Villante,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Bantamweight,Jimmie Rivera,def.,Thomas Almeida,"Decision (unanimous) (29–28, 30–26, 30–27)",3,5:00
Welterweight,Elizeu Zaleski dos Santos,def.,Lyman Good,"Decision (split) (30–27, 28–29, 30–27)",3,5:00
Middleweight,Eryk Anders,def.,Rafael Natal,KO (punches),1,2:54
Welterweight,Alex Oliveira,def.,Ryan LaFlare,KO (punch),2,1:50
Heavyweight,Chase Sherman,def.,Damian Grabowski,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Featherweight,Jeremy Kennedy,def.,Kyle Bochniak,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,Marlon Vera,def.,Brian Kelleher,Submission (armbar),1,2:18
Heavyweight,Júnior Albini,def.,Timothy Johnson,TKO (punches),1,2:51
Featherweight,Shane Burgos,def.,Godofredo Pepey,"Decision (unanimous) (30–26, 30–26, 29–28)",3,5:00
Lightweight,Chris Wade,def.,Frankie Perez,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
