Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Cain Velasquez (c),def.,Antônio Silva,TKO (punches),1,1:21
Heavyweight,Junior dos Santos,def.,Mark Hunt,KO (spinning hook kick),3,4:18
Light Heavyweight,Glover Teixeira,def.,James Te Huna,Submission (guillotine choke),1,2:38
Lightweight,TJ Grant,def.,Gray Maynard,TKO (knee & punches),1,2:07
Lightweight,Donald Cerrone,def.,K.J. Noons,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Welterweight,Mike Pyle,def.,Rick Story,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Dennis Bermudez,def.,Max Holloway,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Welterweight,Robert Whittaker,def.,Colton Smith,TKO (punches),3,0:41
Catchweight (158.5 lbs),Khabib Nurmagomedov,def.,Abel Trujillo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Stephen Thompson,def.,Nah-Shon Burrell,"Decision (unanimous) (29–28, 30–27, 29–28)",3,5:00
Bantamweight,George Roop,def.,Brian Bowles,TKO (punches),2,1:43
Featherweight,Jeremy Stephens,def.,Estevan Payan,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
