Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Max Holloway,def.,Charles Oliveira,TKO (neck injury),1,1:39
Welterweight,Neil Magny,def.,Erick Silva,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Welterweight,Patrick Côté,def.,Josh Burkman,TKO (punches),3,1:26
Lightweight,Francisco Trinaldo,def.,Chad Laprise,TKO (punches),1,2:43
Lightweight,Olivier Aubin-Mercier,def.,Tony Sims,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Women's Strawweight,Valérie Létourneau,def.,Maryna Moroz,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Lightweight,Frankie Perez,def.,Sam Stout,TKO (punches),1,0:54
Bantamweight,Felipe Arantes,def.,Yves Jabouin,Submission (armbar),1,4:21
Light Heavyweight,Nikita Krylov,def.,Marcos Rogério de Lima,Submission (rear-naked choke),1,2:29
Flyweight,Chris Kelades,def.,Chris Beal,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Lightweight,Shane Campbell,def.,Elias Silvério,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Misha Cirkunov,def.,Daniel Jolly,KO (punches),1,4:45
