Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Lyoto Machida,def.,Rashad Evans (c),KO (punches),2,3:57
Welterweight,Matt Hughes,def.,Matt Serra,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Drew McFedries,def.,Xavier Foupa-Pokam,TKO (punches),1,0:37
Middleweight,Chael Sonnen,def.,Dan Miller,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Frankie Edgar,def.,Sean Sherk,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Brock Larson,def.,Mike Pyle,Submission (arm-triangle choke),1,3:06
Heavyweight,Tim Hague,def.,Pat Barry,Submission (guillotine choke),1,1:42
Lightweight,Kyle Bradley,def.,Phillipe Nover,TKO (punches),1,1:03
Light Heavyweight,Krzysztof Soszynski,def.,Andre Gusmao,KO (punches),1,3:17
Welterweight,Yoshiyuki Yoshida,def.,Brandon Wolff,Submission (guillotine choke),1,2:24
Lightweight,George Roop,def.,Dave Kaplan,"Decision (split) (28–29, 30–27, 30–27)",3,5:00
