Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Anthony Pettis,def.,Stephen Thompson,KO (punches),2,4:55
Heavyweight,Curtis Blaydes,def.,Justin Willis,"Decision (unanimous) (30–27, 30–26, 30–25)",3,5:00
Lightweight,John Makdessi,def.,Jesús Pinedo,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Flyweight,Jussier Formiga,def.,Deiveson Figueiredo,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Catchweight (148.5 lbs),Luis Peña,def.,Steven Peterson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Flyweight,Maycee Barber,def.,JJ Aldrich,TKO (knee and punches),2,3:01
Featherweight,Bryce Mitchell,def.,Bobby Moffett,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Marlon Vera,def.,Frankie Saenz,TKO (punches),1,1:25
Women's Flyweight,Jennifer Maia,def.,Alexis Davis,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Randa Markos,def.,Angela Hill,Submission (armbar),1,4:24
Bantamweight,Chris Gutiérrez,def.,Ryan MacDonald,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Jordan Espinosa,def.,Eric Shelton,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
