Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Robbie Lawler,def.,Johny Hendricks (c),"Decision (split) (48–47, 47–48, 49–46)",5,5:00
Lightweight,Anthony Pettis (c),def.,Gilbert Melendez,Submission (guillotine choke),2,1:53
Heavyweight,Travis Browne,def.,Brendan Schaub,TKO (punches),1,4:50
Heavyweight,Todd Duffee,def.,Anthony Hamilton,KO (punch),1,0:33
Lightweight,Tony Ferguson,def.,Abel Trujillo,Submission (rear-naked choke),2,4:19
Bantamweight,Urijah Faber,def.,Francisco Rivera,Submission (bulldog choke),2,1:34
Middleweight,Josh Samman,def.,Eddie Gordon,KO (head kick),2,3:08
Light Heavyweight,Corey Anderson,def.,Justin Jones,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Women's Bantamweight,Raquel Pennington,def.,Ashlee Evans-Smith,Technical Submission (bulldog choke),1,4:59
Bantamweight,Sergio Pettis,def.,Matt Hobar,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Clay Collard,def.,Alex White,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
