Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Kelvin Gastelum,vs.,Vitor Belfort,No Contest (overturned),1,3:52
Light Heavyweight,Maurício Rua,def.,Gian Villante,TKO (head kick and punches),3,0:59
Lightweight,Edson Barboza,def.,Beneil Dariush,KO (flying knee),2,3:35
Flyweight,Ray Borg,def.,Jussier Formiga,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Marion Reneau,vs.,Bethe Correia,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00
Welterweight,Alex Oliveira,def.,Tim Means,Submission (rear-naked choke),2,2:38
Lightweight,Kevin Lee,def.,Francisco Trinaldo,Submission (rear-naked choke),2,3:12
Welterweight,Sérgio Moraes,def.,Davi Ramos,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Joe Soto,def.,Rani Yahya,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Lightweight,Michel Prazeres,def.,Josh Burkman,Submission (north-south choke),1,1:41
Featherweight,Jeremy Kennedy,def.,Rony Jason,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Middleweight,Paulo Costa,def.,Garreth McLellan,TKO (body kick and punches),1,1:17
