Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Cub Swanson,def.,Artem Lobov,"Decision (unanimous) (49–46, 49–46, 50–45)",5,5:00
Lightweight,Al Iaquinta,def.,Diego Sanchez,KO (punches),1,1:38
Catchweight (210 lbs),Ovince Saint Preux,def.,Marcos Rogério de Lima,Submission (Von Flue choke),2,2:11
Bantamweight,John Dodson,def.,Eddie Wineland,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Lightweight,Stevie Ray,def.,Joe Lauzon,"Decision (majority) (29–27, 28–27, 28–28)",3,5:00
Welterweight,Mike Perry,def.,Jake Ellenberger,KO (elbow),2,1:05
Middleweight,Thales Leites,def.,Sam Alvey,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Brandon Moreno,def.,Dustin Ortiz,Technical Submission (rear-naked choke),2,4:06
Lightweight,Scott Holtzman,def.,Michael McBride,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Women's Strawweight,Danielle Taylor,def.,Jessica Penne,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Alexis Davis,def.,Cindy Dandois,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Bryan Barberena,def.,Joe Proctor,TKO (knees and punches),1,3:30
Flyweight,Hector Sandoval,def.,Matt Schnell,KO (punches),1,4:24
