Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Jorge Masvidal,def.,Nate Diaz,TKO (doctor stoppage),3,5:00
Middleweight,Darren Till,def.,Kelvin Gastelum,"Decision (split) (27–30, 29–28, 30–27)",3,5:00
Welterweight,Stephen Thompson,def.,Vicente Luque,"Decision (unanimous) (30–26, 30–26, 29–27)",3,5:00
Heavyweight,Derrick Lewis,def.,Blagoy Ivanov,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Lightweight,Kevin Lee,def.,Gregor Gillespie,KO (head kick),1,2:47
Light Heavyweight,Corey Anderson,def.,Johnny Walker,TKO (punches),1,2:07
Featherweight,Shane Burgos,def.,Makwan Amirkhani,TKO (punches),3,4:32
Middleweight,Edmen Shahbazyan,def.,Brad Tavares,KO (head kick),1,2:27
Heavyweight,Jairzinho Rozenstruik,def.,Andrei Arlovski,KO (punch),1,0:29
Catchweight (127.2 lbs),Katlyn Chookagian,def.,Jennifer Maia,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Lyman Good,def.,Chance Rencountre,TKO (punches),3,2:03
Featherweight,Hakeem Dawodu,def.,Julio Arce,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
