Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Bantamweight,Ronda Rousey (c),def.,Bethe Correia,KO (punch),1,0:34
Light Heavyweight,Maurício Rua,def.,Antônio Rogério Nogueira,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Glaico França,def.,Fernando Bruno,Submission (rear-naked choke),3,4:46
Bantamweight,Reginaldo Vieira,def.,Dileno Lopes,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Heavyweight,Stefan Struve,def.,Antônio Rodrigo Nogueira,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Antônio Silva,def.,Soa Palelei,TKO (punches),2,0:41
Women's Strawweight,Cláudia Gadelha,def.,Jessica Aguilar,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Demian Maia,def.,Neil Magny,Submission (rear-naked choke),2,2:52
Light Heavyweight,Patrick Cummins,def.,Rafael Cavalcante,TKO (elbows),3,0:45
Welterweight,Warlley Alves,def.,Nordine Taleb,Submission (guillotine choke),2,4:11
Bantamweight,Iuri Alcântara,def.,Leandro Issa,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Middleweight,Vitor Miranda,def.,Clint Hester,TKO (punches and elbows),2,2:38
Bantamweight,Guido Cannetti,def.,Hugo Viana,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
