Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Chris Weidman,def.,Mark Muñoz,TKO (elbow and punches),2,1:37
Light Heavyweight,James Te Huna,def.,Joey Beltran,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Welterweight,Aaron Simpson,def.,Kenny Robertson,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Francis Carmont,def.,Karlos Vemola,Submission (rear-naked choke),2,1:39
Bantamweight,T.J. Dillashaw,def.,Vaughan Lee,Submission (rear-naked choke),1,2:33
Lightweight,Rafael dos Anjos,def.,Anthony Njokuani,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Bantamweight,Alex Caceres,def.,Damacio Page,Submission (triangle choke),2,1:27
Flyweight,Chris Cariaso,def.,Josh Ferguson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Andrew Craig,def.,Rafael Natal,KO (head kick),2,4:52
Welterweight,Marcelo Guimarães,def.,Dan Stittgen,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Raphael Assunção,def.,Issei Tamura,TKO (punches),2,0:25
