Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Ross Pearson,def.,George Sotiropoulos,TKO (punches),3,0:41
Welterweight,Robert Whittaker,def.,Brad Scott,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Norman Parke,def.,Colin Fletcher,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Middleweight,Hector Lombard,def.,Rousimar Palhares,KO (punches),1,3:38
Featherweight,Chad Mendes,def.,Yaotzin Meza,KO (punches),1,1:55
Light Heavyweight,Joey Beltran,vs.,Igor Pokrajac,No Contest,3,5:00
Welterweight,Mike Pierce,def.,Seth Baczynski,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Welterweight,Ben Alloway,def.,Manuel Rodriguez,KO (front kick and punches),1,4:57
Lightweight,Mike Wilkinson,def.,Brendan Loughnane,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Cody Donovan,def.,Nick Penner,TKO (punches),1,4:35
