Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Martin Kampmann,def.,Jake Ellenberger,KO (knees),2,1:40
Lightweight,Michael Chiesa,def.,Al Iaquinta,Technical Submission (rear-naked choke),1,2:47
Featherweight,Charles Oliveira,def.,Jonathan Brookins,Submission (guillotine choke),2,2:42
Featherweight,Max Holloway,def.,Pat Schilling,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Justin Lawrence,def.,John Cofer,KO (head kick),3,0:19
Lightweight,Daron Cruickshank,def.,Chris Tickle,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00
Lightweight,Myles Jury,def.,Chris Saunders,Submission (guillotine choke),1,4:03
Lightweight,Sam Sicilia,def.,Cristiano Marcello,TKO (punches),2,2:53
Lightweight,Joe Proctor,def.,Jeremy Larsen,TKO (knee and punches),1,1:59
Bantamweight,Érik Pérez,def.,John Albert,Submission (armbar),1,4:18
