Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Robert Whittaker,def.,Yoel Romero,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00
Heavyweight,Alistair Overeem,def.,Fabrício Werdum,"Decision (majority) (28–28, 29–28, 29–28)",3,5:00
Heavyweight,Curtis Blaydes,def.,Daniel Omielańczuk,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Anthony Pettis,def.,Jim Miller,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Rob Font,def.,Douglas Silva de Andrade,Submission (guillotine choke),2,4:36
Heavyweight,Aleksei Oleinik,def.,Travis Browne,Submission (rear-naked choke),2,3:44
Welterweight,Chad Laprise,def.,Brian Camozzi,TKO (punches),3,1:27
Middleweight,Thiago Santos,def.,Gerald Meerschaert,TKO (punches),2,2:04
Welterweight,Belal Muhammad,def.,Jordan Mein,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Cody Stamann,def.,Terrion Ware,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Light Heavyweight,Trevin Giles,def.,James Bochnovic,KO (punches),2,2:54
