Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Georges St-Pierre (c),def.,Nick Diaz,"Decision (unanimous) (50–45, 50–45, 50–45)",5,5:00
Welterweight,Johny Hendricks,def.,Carlos Condit,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Jake Ellenberger,def.,Nate Marquardt,KO (punches),1,3:00
Middleweight,Chris Camozzi,def.,Nick Ring,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Mike Ricci,def.,Colin Fletcher,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Patrick Côté,def.,Bobby Voelker,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Darren Elkins,def.,Antonio Carvalho,TKO (punches),1,3:06
Welterweight,Jordan Mein,def.,Dan Miller,TKO (punches),1,4:42
Lightweight,John Makdessi,def.,Daron Cruickshank,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Rick Story,def.,Quinn Mulhern,TKO (punches),1,3:05
Bantamweight,T.J. Dillashaw,def.,Issei Tamura,KO (knee and punches),2,0:26
Bantamweight,George Roop,def.,Reuben Duran,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
