Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,B.J. Penn (c),def.,Sean Sherk,TKO (flying knee and punches),3,5:00
Light Heavyweight,Wanderlei Silva,def.,Keith Jardine,KO (punches),1,0:36
Light Heavyweight,Goran Reljic,def.,Wilson Gouveia,TKO (punches),2,3:15
Light Heavyweight,Lyoto Machida,def.,Tito Ortiz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,Thiago Silva,def.,Antonio Mendes,Submission (strikes),1,2:24
Middleweight,Rousimar Palhares,def.,Ivan Salaverry,Submission (armbar),1,2:36
Light Heavyweight,Rameau Thierry Sokoudjou,def.,Kazuhiro Nakamura,TKO (leg injury),1,5:00
Lightweight,Rich Clementi,def.,Terry Etim,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Yoshiyuki Yoshida,def.,Jon Koppenhaver,Technical Submission (anaconda choke),1,0:56
Welterweight,Dong Hyun Kim,def.,Jason Tan,TKO (elbows),3,0:25
Heavyweight,Shane Carwin,def.,Christian Wellisch,TKO (punch),1,0:44
