Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Daniel Cormier,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00
Lightweight,Donald Cerrone,def.,Myles Jury,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Brad Tavares,def.,Nate Marquardt,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Kyoji Horiguchi,def.,Louis Gaudinot,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Welterweight,Hector Lombard,vs.,Josh Burkman,No Contest (overturned),3,5:00
Lightweight,Paul Felder,def.,Danny Castillo,KO (spinning back fist),2,2:09
Bantamweight,Cody Garbrandt,def.,Marcus Brimage,TKO (punches),3,4:50
Heavyweight,Shawn Jordan,def.,Jared Cannonier,KO (punches),1,2:57
Lightweight,Evan Dunham,def.,Rodrigo Damm,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Omari Akhmedov,def.,Mats Nilsson,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (138 lbs),Marion Reneau,def.,Alexis Dufresne,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00
