Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,José Aldo (c),def.,Frankie Edgar,"Decision (unanimous) (49–46, 49–46, 48–47)",5,5:00
Light Heavyweight,Antônio Rogério Nogueira,def.,Rashad Evans,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Heavyweight,Antônio Silva,def.,Alistair Overeem,KO (punches),3,0:25
Welterweight,Demian Maia,def.,Jon Fitch,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Flyweight,Joseph Benavidez,def.,Ian McCall,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Evan Dunham,def.,Gleison Tibau,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Tyron Woodley,def.,Jay Hieron,KO (punches),1,0:36
Lightweight,Bobby Green,def.,Jacob Volkmann,Submission (rear-naked choke),3,4:25
Lightweight,Isaac Vallie-Flagg,def.,Yves Edwards,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Catchweight (139.5 lbs),Dustin Kimura,def.,Chico Camus,Submission (rear-naked choke),3,1:50
Bantamweight,Francisco Rivera,def.,Edwin Figueroa,TKO (punches),2,4:20
