Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Quinton Jackson,Submission (rear-naked choke),4,1:14
Welterweight,Josh Koscheck,def.,Matt Hughes,KO (punches),1,4:59
Heavyweight,Mark Hunt,def.,Ben Rothwell,"Decision (unanimous) (29–28, 29–27, 30–27)",3,5:00
Heavyweight,Travis Browne,def.,Rob Broughton,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Nate Diaz,def.,Takanori Gomi,Submission (armbar),1,4:27
Lightweight,Tony Ferguson,def.,Aaron Riley,TKO (corner stoppage),1,5:00
Middleweight,Tim Boetsch,def.,Nick Ring,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Featherweight,Junior Assunção,def.,Eddie Yagin,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Bantamweight,Takeya Mizugaki,def.,Cole Escovedo,TKO (punches),2,4:30
Light Heavyweight,James Te Huna,def.,Ricardo Romero,KO (punches),1,0:47
