Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Catchweight (174 lbs),Thiago Alves,def.,Matt Hughes,TKO (flying knee and strikes),2,1:02
Middleweight,Michael Bisping,def.,Jason Day,TKO (punches),1,3:42
Welterweight,Mike Swick,def.,Marcus Davis,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00
Middleweight,Thales Leites,def.,Nate Marquardt,"Decision (split) (28–27, 27–28, 28–27)",3,5:00
Heavyweight,Fabrício Werdum,def.,Brandon Vera,TKO (punches),1,4:40
Middleweight,Martin Kampmann,def.,Jorge Rivera,Submission (guillotine choke),1,2:44
Lightweight,Matt Wiman,def.,Thiago Tavares,KO (punches),2,1:57
Welterweight,Kevin Burns,def.,Roan Carneiro,Submission (triangle choke),2,3:50
Light Heavyweight,Luiz Cane,def.,Jason Lambert,TKO (punches),1,2:07
Welterweight,Paul Taylor,def.,Jess Liaudin,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Antoni Hardonk,def.,Eddie Sanchez,TKO (punches),2,4:15
