Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Kendall Grove,def.,Evan Tanner,"Decision (split) (28–29, 30–26, 30–26)",3,5:00
Middleweight,Amir Sadollah,def.,C.B. Dollaway,Submission (armbar),1,3:02
Welterweight,Diego Sanchez,def.,Luigi Fioravanti,TKO (punches),3,4:07
Lightweight,Spencer Fisher,def.,Jeremy Stephens,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Matthew Riddle,def.,Dante Rivera,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Dustin Hazelett,def.,Josh Burkman,Submission (armbar),2,4:46
Middleweight,Drew McFedries,def.,Marvin Eastman,TKO (punches),1,1:08
Welterweight,Matt Brown,def.,Matt Arroyo,TKO (punches),2,3:40
Middleweight,Dean Lister,def.,Jeremy Horn,Submission (guillotine choke),1,3:52
Middleweight,Rob Kimmons,def.,Rob Yundt,Submission (guillotine choke),1,3:58
