Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Forrest Griffin,def.,Tito Ortiz,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Welterweight,Josh Koscheck,def.,Anthony Johnson,Submission (rear-naked choke),2,4:47
Welterweight,Paulo Thiago,def.,Jacob Volkmann,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Light Heavyweight,Antônio Rogério Nogueira,def.,Luiz Cané,TKO (punches),1,1:56
Welterweight,Amir Sadollah,def.,Phil Baroni,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Ben Saunders,def.,Marcus Davis,KO (knees),1,3:24
Middleweight,Kendall Grove,def.,Jake Rosholt,Submission (triangle choke),1,3:59
Welterweight,Brian Foster,def.,Brock Larson,TKO (punches),2,3:25
Lightweight,Caol Uno,vs.,Fabricio Camoes,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00
Lightweight,George Sotiropoulos,def.,Jason Dent,Submission (armbar),2,4:36
