Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Cain Velasquez,def.,Brock Lesnar (c),TKO (punches),1,4:12
Welterweight,Jake Shields,def.,Martin Kampmann,"Decision (split) (28-29, 30–27, 29–28)",3,5:00
Welterweight,Diego Sanchez,def.,Paulo Thiago,"Decision (unanimous) (30–26, 29–28, 29–28)",3,5:00
Light Heavyweight,Matt Hamill,def.,Tito Ortiz,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Brendan Schaub,def.,Gabriel Gonzaga,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Court McGee,def.,Ryan Jensen,Submission (arm-triangle choke),3,1:21
Middleweight,Tom Lawlor,def.,Patrick Côté,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Daniel Roberts,def.,Mike Guymon,Submission (anaconda choke),1,1:13
Lightweight,Sam Stout,def.,Paul Taylor,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Middleweight,Chris Camozzi,def.,Dongi Yang,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Jon Madsen,def.,Gilbert Yvel,TKO (punches),1,1:48
