Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Fabrício Werdum,def.,Marcin Tybura,"Decision (unanimous) (50–45, 50–45, 49–46)",5,5:00
Catchweight (128 lbs),Jessica-Rose Clark,def.,Bec Rawlings,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Belal Muhammad,def.,Tim Means,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Welterweight,Jake Matthews,def.,Bojan Veličković,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Elias Theodorou,def.,Dan Kelly,"Decision (unanimous) (30–28, 30–27, 30–26)",3,5:00
Catchweight (150 lbs),Alexander Volkanovski,def.,Shane Young,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Catchweight (129 lbs),Ryan Benoit,def.,Ashkan Mokhtarian,KO (head kick),3,2:38
Lightweight,Nik Lentz,def.,Will Brooks,Submission (guillotine choke),2,2:05
Heavyweight,Tai Tuivasa,def.,Rashad Coulter,KO (flying knee),1,4:35
Catchweight (160 lbs),Frank Camacho,def.,Damien Brown,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Catchweight (120 lbs),Nadia Kassem,def.,Alex Chambers,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Flyweight,Eric Shelton,def.,Jenel Lausa,"Decision (unanimous) (30–27. 30–26, 30–25)",3,5:00
Heavyweight,Adam Wieczorek,def.,Anthony Hamilton,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
