Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Frankie Edgar,def.,Chad Mendes,KO (punch),1,2:28
Lightweight,Ryan Hall,def.,Artem Lobov,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Lightweight,Tony Ferguson,def.,Edson Barboza,Submission (D'Arce choke),2,2:54
Lightweight,Evan Dunham,def.,Joe Lauzon,"Decision (unanimous) (30–26, 30–27, 30–26)",3,5:00
Featherweight,Tatsuya Kawajiri,def.,Jason Knight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Julian Erosa,def.,Marcin Wrzosek,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Gabriel Gonzaga,def.,Konstantin Erokhin,"Decision (unanimous) (30–27, 30–27, 30–28)",3,5:00
Welterweight,Ryan LaFlare,def.,Mike Pierce,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Flyweight,Geane Herrera,def.,Joby Sanchez,TKO (punches),2,4:28
Lightweight,Chris Gruetzemacher,def.,Abner Lloveras,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
