Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Featherweight,Chan Sung Jung,def.,Frankie Edgar,TKO (punches),1,3:18
Light Heavyweight,Volkan Oezdemir,def.,Aleksandar Rakić,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Charles Jourdain,def.,Doo Ho Choi,TKO (punches),2,4:32
Light Heavyweight,Da Un Jung,def.,Mike Rodríguez,KO (punches),1,1:04
Middleweight,Jun Yong Park,def.,Marc-André Barriault,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Bantamweight,Kyung Ho Kang,def.,Liu Pingyuan,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Heavyweight,Ciryl Gane,def.,Tanner Boser,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Featherweight,Seung Woo Choi,def.,Suman Mokhtarian,"Decision (unanimous) (29–26, 29–26, 29–25)",3,5:00
Lightweight,Omar Antonio Morales Ferrer,def.,Dong Hyun Ma,"Decision (unanimous) (30–27, 30–26, 29–28)",3,5:00
Flyweight,Alexandre Pantoja,def.,Matt Schnell,KO (punches),1,4:17
Bantamweight,Raoni Barcelos,def.,Said Nurmagomedov,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Womens's Strawweight,Amanda Lemos,def.,Miranda Granger,Technical Submission (rear-naked choke),1,3:43
Bantamweight,Heili Alateng,def.,Ryan Benoit,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
