Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Tarec Saffiedine,def.,Hyun Gyu Lim,"Decision (unanimous) (49–46, 48–47, 48–47)",5,5:00
Featherweight,Tatsuya Kawajiri,def.,Sean Soriano,Submission (rear-naked choke),2,0:50
Welterweight,Kiichi Kunimoto,def.,Luiz Dutra Jr.,Disqualification (illegal elbows),1,2:57
Bantamweight,Kyung Ho Kang,def.,Shunichi Shimizu,Submission (arm-triangle choke),3,3:53
Featherweight,Max Holloway,def.,Will Chope,TKO (punches),2,2:27
Lightweight,Katsunori Kikuno,def.,Quinn Mulhern,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Royston Wee,def.,Dave Galera,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Lightweight,Mairbek Taisumov,def.,Tae Hyun Bang,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Bantamweight,Dustin Kimura,def.,Jon delos Reyes,Submission (armbar),1,2:13
Bantamweight,Russell Doane,def.,Leandro Issa,Technical Submission (triangle choke),2,4:59
