Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Derrick Lewis,def.,Travis Browne,KO (punches),2,3:12
Middleweight,Johny Hendricks,def.,Hector Lombard,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Featherweight,Gavin Tucker,def.,Sam Sicilia,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Elias Theodorou,def.,Cezar Ferreira,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Catchweight (139.5 lbs),Sara McMann,def.,Gina Mazany,Submission (arm-triangle choke),1,1:14
Lightweight,Paul Felder,def.,Alessandro Ricci,TKO (elbow and punches),1,4:44
Welterweight,Santiago Ponzinibbio,def.,Nordine Taleb,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Randa Markos,def.,Carla Esparza,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Bantamweight,Aiemann Zahabi,def.,Reginaldo Vieira,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Thiago Santos,def.,Jack Marshman,TKO (spinning heel kick and punches),2,2:21
Middleweight,Gerald Meerschaert,def.,Ryan Janes,Submission (armbar),1,1:34
