Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Donald Cerrone,def.,Jim Miller,KO (head kick),2,3:31
Lightweight,Edson Barboza,def.,Evan Dunham,TKO (body kick and punches),1,3:06
Welterweight,Rick Story,def.,Leonardo Mafra,Submission (arm-triangle choke),2,2:12
Lightweight,Joe Proctor,def.,Justin Salas,TKO (punches),2,3:27
Flyweight,John Lineker,def.,Alptekin Özkılıç,TKO (punches),3,4:51
Featherweight,Lucas Martins,def.,Alex White,KO (punches),3,2:08
Lightweight,Gleison Tibau,def.,Pat Healy,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Women's Bantamweight,Leslie Smith,def.,Jessamyn Duke,TKO (punches),1,2:24
Bantamweight,Aljamain Sterling,def.,Hugo Viana,TKO (punches),3,3:50
Lightweight,Yosdenis Cedeno,def.,Jerrod Sanders,TKO (knee injury),1,5:00
Women's Strawweight,Cláudia Gadelha,def.,Tina Lähdemäki,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
