Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Justin Gaethje,def.,Michael Johnson,TKO (punches and knees),2,4:48
Welterweight,Jesse Taylor,def.,Dhiego Lima,Submission (rear-naked choke),2,0:43
Lightweight,Drakkar Klose,def.,Marc Diakiese,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Light Heavyweight,Jared Cannonier,def.,Nick Roehrick,TKO (elbows),3,2:08
Middleweight,Brad Tavares,def.,Elias Theodorou,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Jordan Johnson,def.,Marcel Fortuna,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Strawweight,Angela Hill,def.,Ashley Yoder,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,James Krause,def.,Tom Gallicchio,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Light Heavyweight,C.B. Dollaway,def.,Ed Herman,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Women's Strawweight,Tecia Torres,def.,Juliana Lima,Submission (rear-naked choke),2,0:53
Featherweight,Gray Maynard,def.,Teruto Ishihara,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
