Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Lyoto Machida,def.,C.B. Dollaway,TKO (body kick and punches),1,1:02
Bantamweight,Renan Barão,def.,Mitch Gagnon,Submission (arm-triangle choke),3,3:53
Light Heavyweight,Patrick Cummins,def.,Antônio Carlos Júnior,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Rashid Magomedov,def.,Elias Silvério,TKO (punches),3,4:57
Welterweight,Erick Silva,def.,Mike Rhodes,Technical Submission (arm-triangle choke),1,1:15
Middleweight,Daniel Sarafian,def.,Antônio dos Santos Jr.,TKO (finger injury),2,1:01
Light Heavyweight,Marcos Rogério de Lima,def.,Igor Pokrajac,TKO (punches),1,1:59
Featherweight,Renato Moicano,def.,Tom Niinimäki,Submission (rear-naked choke),2,3:30
Featherweight,Hacran Dias,def.,Darren Elkins,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Leandro Issa,def.,Yuta Sasaki,Submission (neck crank),2,4:13
Welterweight,Tim Means,def.,Márcio Alexandre Jr.,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Middleweight,Vitor Miranda,def.,Jake Collier,TKO (head kick and punches),1,4:59
