Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Anthony Pettis,def.,Benson Henderson (c),Submission (armbar),1,4:31
Heavyweight,Josh Barnett,def.,Frank Mir,TKO (knee),1,1:56
Featherweight,Chad Mendes,def.,Clay Guida,TKO (punches),3,0:30
Heavyweight,Ben Rothwell,def.,Brandon Vera,TKO (punches and knees),3,1:54
Featherweight,Dustin Poirier,def.,Erik Koch,"Decision (unanimous) (29–28, 29–27, 29–27)",3,5:00
Lightweight,Gleison Tibau,def.,Jamie Varner,"Decision (split) (29–28, 27–29, 29–28)",3,5:00
Flyweight,Tim Elliott,def.,Louis Gaudinot,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Welterweight,Hyun Gyu Lim,def.,Pascal Krauss,TKO (knee and punches),1,3:58
Bantamweight,Chico Camus,def.,Kyung Ho Kang,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Soa Palelei,def.,Nikita Krylov,TKO (punches),3,1:34
Lightweight,Al Iaquinta,def.,Ryan Couture,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Magnus Cedenblad,def.,Jared Hamman,Submission (guillotine choke),1,0:57
