Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Alexander Volkov,def.,Fabrício Werdum,KO (punches),4,1:38
Light Heavyweight,Jan Błachowicz,def.,Jimi Manuwa,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Tom Duquesnoy,def.,Terrion Ware,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Leon Edwards,def.,Peter Sobotta,TKO (punches),3,4:59
Middleweight,Charles Byrd,def.,John Phillips,Submission (rear-naked choke),1,3:58
Welterweight,Danny Roberts,def.,Oliver Enkamp,KO (punch),1,2:12
Featherweight,Danny Henry,def.,Hakeem Dawodu,Technical Submission (guillotine choke),1,0:39
Light Heavyweight,Paul Craig,def.,Magomed Ankalaev,Submission (triangle choke),3,4:59
Lightweight,Kajan Johnson,def.,Stevie Ray,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Dmitriy Sosnovskiy,def.,Mark Godbeer,Submission (rear-naked choke),2,4:29
