Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Jairzinho Rozenstruik,def.,Alistair Overeem,TKO (punch),5,4:56
Catchweight (120.5 lbs),Marina Rodriguez,vs.,Cynthia Calvillo,"Draw (majority) (29–28, 28–28, 28–28)",3,5:00
Heavyweight,Ben Rothwell,def.,Stefan Struve,TKO (punches),2,4:57
Women's Bantamweight,Aspen Ladd,def.,Yana Kunitskaya,TKO (punches),3,0:33
Bantamweight,Cody Stamann,vs.,Song Yadong,"Draw (majority) (29–27, 28–28, 28–28)",3,5:00
Bantamweight,Rob Font,def.,Ricky Simon,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Welterweight,Tim Means,def.,Thiago Alves,Submission (guillotine choke),1,2:38
Featherweight,Billy Quarantillo,def.,Jacob Kilburn,Submission (triangle choke),2,3:18
Catchweight (148.5 lbs),Bryce Mitchell,def.,Matt Sayles,Submission (Twister),1,4:20
Lightweight,Joe Solecki,def.,Matt Wiman,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Women's Strawweight,Virna Jandiroba,def.,Mallory Martin,Submission (rear-naked choke),2,1:16
Middleweight,Makhmud Muradov,def.,Trevor Smith,KO (punch),3,4:09
