Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Lyoto Machida,Technical Submission (guillotine choke),2,4:26
Heavyweight,Frank Mir,def.,Antônio Rodrigo Nogueira,Submission (kimura),1,3:38
Light Heavyweight,Antônio Rogério Nogueira,def.,Tito Ortiz,TKO (punches and elbows to the body),1,3:15
Welterweight,Brian Ebersole,def.,Claude Patrick,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Chan Sung Jung,def.,Mark Hominick,TKO (punches),1,0:07
Light Heavyweight,Igor Pokrajac,def.,Krzysztof Soszynski,KO (punches),1,0:35
Middleweight,Costas Philippou,def.,Jared Hamman,KO (punches),1,3:11
Catchweight (158.5 lbs),Dennis Hallman,def.,John Makdessi,Submission (rear-naked choke),1,2:58
Bantamweight,Yves Jabouin,def.,Walel Watson,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Lightweight,Mark Bocek,def.,Nik Lentz,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Jake Hecht,def.,Rich Attonito,TKO (elbows and punches),2,1:10
Lightweight,John Cholish,def.,Mitch Clarke,TKO (punches),2,4:36
