Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jan Błachowicz,def.,Corey Anderson,KO (punch),1,3:08
Welterweight,Diego Sanchez,def.,Michel Pereira,DQ (illegal knee),3,3:09
Women's Flyweight,Montana De La Rosa,def.,Mara Romero Borella,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Brok Weaver,def.,Kazula Vargas,DQ (illegal knee),1,4:02
Catchweight (128 lbs),Ray Borg,def.,Rogério Bontorin,"Decision (unanimous) (30–27, 30–27, 30–25)",3,5:00
Lightweight,Lando Vannata,def.,Yancy Medeiros,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Daniel Rodriguez,def.,Tim Means,Submission (guillotine choke),2,3:37
Bantamweight,John Dodson,def.,Nathaniel Wood,TKO (punches),3,0:16
Lightweight,Scott Holtzman,def.,Jim Miller,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Light Heavyweight,Devin Clark,def.,Dequan Townsend,"Decision (unanimous) (30–27, 30–26, 30–26)",3,5:00
Bantamweight,Merab Dvalishvili,def.,Casey Kenney,"Decision (unanimous) (30–27, 30–25, 29–28)",3,5:00
Women's Bantamweight,Macy Chiasson,def.,Shanna Young,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Flyweight,Raulian Paiva,def.,Mark De La Rosa,KO (punches),2,4:42
