Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Strawweight,Zhang Weili,def.,Jéssica Andrade (c),TKO (knees and punches),1,0:42
Welterweight,Li Jingliang,def.,Elizeu Zaleski dos Santos,TKO (punches),3,4:51
Flyweight,Kai Kara-France,def.,Mark De La Rosa,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Welterweight,Song Kenan,def.,Derrick Krantz,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Catchweight (129 lbs),Mizuki Inoue,def.,Wu Yanan,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Anthony Hernandez,def.,Jun Yong Park,Submission (anaconda choke),2,4:39
Bantamweight,Su Mudaerji,def.,Andre Soukhamthath,"Decision (unanimous) (30–26, 30–26, 30–25)",3,5:00
Light Heavyweight,Da Un Jung,def.,Khadis Ibragimov,Submission (guillotine choke),3,2:00
Lightweight,Damir Ismagulov,def.,Thiago Moisés,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Bantamweight,Heili Alateng,def.,Danaa Batgerel,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00
Women's Bantamweight,Karolline Rosa Cavedo,def.,Lara Fritzen Procópio,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
