Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Dan Hooker,def.,Paul Felder,"Decision (split) (47–48, 48–47, 48–47)",5,5:00
Light Heavyweight,Jimmy Crute,def.,Michał Oleksiejczuk,Submission (kimura),1,3:29
Women's Strawweight,Yan Xiaonan,def.,Karolina Kowalkiewicz,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Heavyweight,Marcos Rogério de Lima,def.,Ben Sosoli,TKO (punches),1,1:28
Lightweight,Brad Riddell,def.,Magomed Mustafaev,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Featherweight,Zubaira Tukhugov,def.,Kevin Aguilar,TKO (punches),1,3:21
Lightweight,Jalin Turner,def.,Joshua Culibao,TKO (punches),2,3:01
Welterweight,Jake Matthews,def.,Emil Weber Meek,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Song Kenan,def.,Callan Potter,KO (punches),1,2:20
Flyweight,Kai Kara-France,def.,Tyson Nam,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Women's Strawweight,Angela Hill,def.,Loma Lookboonmee,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Women's Flyweight,Priscila Cachoeira,def.,Shana Dobson,KO (punch),1,0:40
