Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Chael Sonnen,def.,Maurício Rua,Submission (guillotine choke),1,4:47
Heavyweight,Travis Browne,def.,Alistair Overeem,KO (front kick and punches),1,4:08
Bantamweight,Urijah Faber,def.,Iuri Alcântara,"Decision (unanimous) (30–26, 30–26, 30–27)",3,5:00
Welterweight,Matt Brown,def.,Mike Pyle,KO (punches),1,0:29
Middleweight,John Howard,def.,Uriah Hall,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Lightweight,Michael Johnson,def.,Joe Lauzon,"Decision (unanimous) (30–27, 30–27, 30–25)",3,5:00
Bantamweight,Michael McDonald,def.,Brad Pickett,Submission (triangle choke),2,3:43
Featherweight,Conor McGregor,def.,Max Holloway,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Featherweight,Steven Siler,def.,Mike Brown,KO (punches),1,0:50
Featherweight,Diego Brandao,def.,Daniel Pineda,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Manvel Gamburyan,def.,Cole Miller,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Light Heavyweight,Ovince Saint Preux,def.,Cody Donovan,KO (punches),1,2:07
Lightweight,James Vick,def.,Ramsey Nijem,Submission (guillotine choke),1,0:58
