Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Fabrício Werdum,def.,Antônio Rodrigo Nogueira,Submission (armbar),2,2:41
Welterweight,Leonardo Santos,def.,William Macário,Submission (arm-triangle choke),2,4:43
Light Heavyweight,Thiago Silva,def.,Rafael Cavalcante,KO (punches),1,4:29
Welterweight,Erick Silva,def.,Jason High,Submission (arm lock),1,1:11
Middleweight,Daniel Sarafian,def.,Eddie Mendez,Submission (side choke),1,2:20
Featherweight,Rony Jason,def.,Mike Wilkinson,Technical Submission (triangle choke),1,1:24
Bantamweight,Raphael Assunção,def.,Vaughan Lee,Submission (armbar),2,1:51
Featherweight,Felipe Arantes,def.,Godofredo Pepey,TKO (elbows and punches),1,3:32
Welterweight,Ildemar Alcantara,def.,Leandro Silva,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Featherweight,Rodrigo Damm,def.,Mizuto Hirota,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Middleweight,Caio Magalhaes,def.,Karlos Vemola,Submission (rear-naked choke),2,2:49
Middleweight,Antônio Braga Neto,def.,Anthony Smith,Submission (kneebar),1,1:52
