Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Rashad Evans,def.,Forrest Griffin (c),TKO (punches),3,2:46
Heavyweight,Frank Mir,def.,Antônio Rodrigo Nogueira (ic),TKO (punches),2,1:54
Middleweight,C.B. Dollaway,def.,Mike Massenzio,TKO (punches),1,3:01
Light Heavyweight,Quinton Jackson,def.,Wanderlei Silva,KO (punch),1,3:21
Heavyweight,Cheick Kongo,def.,Mostapha al-Turk,TKO (punches),1,4:37
Middleweight,Yushin Okami,def.,Dean Lister,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Antoni Hardonk,def.,Mike Wessel,TKO (punches),2,2:09
Light Heavyweight,Matt Hamill,def.,Reese Andy,TKO (punches),2,2:19
Welterweight,Brad Blackburn,def.,Ryo Chonan,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Heavyweight,Pat Barry,def.,Dan Evensen,TKO (leg kicks),1,2:36
