Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Roy Nelson,def.,Matt Mitrione,TKO (punches),1,2:58
Welterweight,Colton Smith,def.,Mike Ricci,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00
Heavyweight,Pat Barry,def.,Shane del Rosario,KO (punches),2,0:26
Featherweight,Dustin Poirier,def.,Jonathan Brookins,Submission (D'Arce choke),1,4:15
Welterweight,Mike Pyle,def.,James Head,TKO (knee and punches),1,1:55
Bantamweight,Johnny Bedford,def.,Marcos Vinicius,KO (punches),2,1:00
Lightweight,Rustam Khabilov,def.,Vinc Pichel,KO (suplex and punches),1,2:15
Welterweight,TJ Waldburger,def.,Nick Catone,Technical Submission (triangle choke),2,1:04
Bantamweight,Hugo Viana,def.,Reuben Duran,TKO (punch),1,4:05
Lightweight,Mike Rio,def.,John Cofer,Submission (armbar),3,4:11
Flyweight,Tim Elliott,def.,Jared Papazian,"Decision (unanimous) (30–25, 30–25, 30–26)",3,5:00
