Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Lightweight,Benson Henderson,def,Frankie Edgar (c),"Decision (unanimous) (49–46, 48–47, 49–46)",5,5:00
Catchweight (211 lb),Ryan Bader,def,Quinton Jackson,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Heavyweight,Mark Hunt,def,Cheick Kongo,TKO (punches),1,2:11
Welterweight,Jake Shields,def,Yoshihiro Akiyama,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Middleweight,Tim Boetsch,def,Yushin Okami,TKO (punches),3,0:54
Featherweight,Hatsu Hioki,def,Bart Palaszewski,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Lightweight,Anthony Pettis,def,Joe Lauzon,KO (head kick and punches),1,1:21
Lightweight,Takanori Gomi,def,Eiji Mitsuoka,TKO (punches),2,2:21
Bantamweight,Vaughan Lee,def,Norifumi Yamamoto,Submission (armbar),1,4:29
Middleweight,Riki Fukuda,def,Steve Cantwell,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Bantamweight,Chris Cariaso,def,Takeya Mizugaki,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Issei Tamura,def,Zhang Tiequan,KO (punch),2,0:32
