Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Fabrício Werdum,def.,Travis Browne,"Decision (unanimous) (49–46, 50–45, 50–45)",5,5:00
Women's Bantamweight,Miesha Tate,def.,Liz Carmouche,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Donald Cerrone,def.,Edson Barboza,Submission (rear-naked choke),1,3:15
Middleweight,Yoel Romero,def.,Brad Tavares,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Khabib Nurmagomedov,def.,Rafael dos Anjos,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Thiago Alves,def.,Seth Baczynski,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Jorge Masvidal,def.,Pat Healy,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Featherweight,Alex White,def.,Estevan Payan,TKO (punches),1,1:28
Middleweight,Caio Magalhães,def.,Luke Zachrich,TKO (punches),1,0:44
Welterweight,Jordan Mein,def.,Hernani Perpétuo,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Flyweight,Dustin Ortiz,def.,Ray Borg,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Featherweight,Mirsad Bektić,def.,Chas Skelly,"Decision (majority) (29–27, 29–27, 28–28)",3,5:00
Heavyweight,Derrick Lewis,def.,Jack May,TKO (punches),1,4:23
