Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Cody Garbrandt,def.,Thomas Almeida,KO (punches),1,2:53
Featherweight,Jeremy Stephens,def.,Renan Barão,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Welterweight,Rick Story,def.,Tarec Saffiedine,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Chris Camozzi,def.,Vitor Miranda,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Lorenz Larkin,def.,Jorge Masvidal,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Paul Felder,def.,Josh Burkman,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Women's Bantamweight,Sara McMann,def.,Jessica Eye,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Lightweight,Abel Trujillo,def.,Jordan Rinaldi,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Jake Collier,def.,Alberto Uda,TKO (knee and spinning back kick to the body),2,1:06
Lightweight,Erik Koch,def.,Shane Campbell,Submission (rear-naked choke),2,3:02
Bantamweight,Bryan Caraway,def.,Aljamain Sterling,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Adam Milstead,def.,Chris de la Rocha,TKO (punches),2,4:01
