Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Urijah Faber,def.,Scott Jorgensen,Submission (rear-naked choke),4,3:16
Middleweight,Kelvin Gastelum,def.,Uriah Hall,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Women's Bantamweight,Cat Zingano,def.,Miesha Tate,TKO (knees and elbow),3,2:55
Heavyweight,Travis Browne,def.,Gabriel Gonzaga,KO (elbows),1,1:11
Middleweight,Bubba McDaniel,def.,Gilbert Smith,Submission (triangle choke),3,2:49
Middleweight,Josh Samman,def.,Kevin Casey,TKO (knees),2,2:17
Middleweight,Luke Barnatt,def.,Collin Hart,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Dylan Andrews,def.,Jimmy Quinlan,TKO (punches),1,3:22
Middleweight,Clint Hester,def.,Bristol Marunde,TKO (elbow),3,3:53
Featherweight,Cole Miller,def.,Bart Palaszewski,Submission (rear-naked choke),1,4:23
Featherweight,Maximo Blanco,def.,Sam Sicilia,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Featherweight,Daniel Pineda,def.,Justin Lawrence,Submission (kimura),1,1:35
