Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Heavyweight,Brock Lesnar (c),def.,Frank Mir (ic),TKO (punches),2,1:48
Welterweight,Georges St-Pierre (c),def.,Thiago Alves,"Decision (unanimous) (50–45, 50–44, 50–45)",5,5:00
Middleweight,Dan Henderson,def.,Michael Bisping,KO (punch),2,3:20
Welterweight,Jon Fitch,def.,Paulo Thiago,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Middleweight,Yoshihiro Akiyama,def.,Alan Belcher,"Decision (split) (30–27, 28–29, 29–28)",3,5:00
Light Heavyweight,Mark Coleman,def.,Stephan Bonnar,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Light Heavyweight,Jon Jones,def.,Jake O'Brien,Submission (modified guillotine choke),2,2:43
Lightweight,Jim Miller,def.,Mac Danzig,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Dong Hyun Kim,def.,TJ Grant,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Middleweight,Tom Lawlor,def.,C.B. Dollaway,Technical Submission (guillotine choke),1,0:55
Lightweight,Shannon Gugerty,def.,Matt Grice,Technical Submission (guillotine choke),1,2:36
