Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Vitor Belfort,def.,Luke Rockhold,KO (spinning heel kick and punches),1,2:32
Middleweight,Ronaldo Souza,def.,Chris Camozzi,Technical Submission (arm-triangle choke),1,3:37
Lightweight,Rafael dos Anjos,def.,Evan Dunham,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Rafael Natal,def.,João Zeferino,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00
Featherweight,Nik Lentz,def.,Hacran Dias,"Decision (unanimous) (28–27, 29–28, 29–28)",3,5:00
Lightweight,Francisco Trinaldo,def.,Mike Rio,Submission (arm-triangle choke),1,3:08
Lightweight,Gleison Tibau,def.,John Cholish,Submission (guillotine choke),2,2:34
Welterweight,Paulo Thiago,def.,Michel Prazeres,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Bantamweight,Iuri Alcântara,def.,Iliarde Santos,TKO (punches),1,2:31
Light Heavyweight,Fabio Maldonado,def.,Roger Hollett,"Decision (unanimous) (29–27, 29–28, 29–27)",3,5:00
Flyweight,John Lineker,def.,Azamat Gashimov,TKO (punches),2,1:07
Flyweight,Jussier Formiga,def.,Chris Cariaso,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Lucas Martins,def.,Jeremy Larsen,KO (punch),3,0:13
