Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Middleweight,Georges St-Pierre,def.,Michael Bisping (c),Technical Submission (rear-naked choke),3,4:23
Bantamweight,T.J. Dillashaw,def.,Cody Garbrandt (c),TKO (punches),2,2:41
Women's Strawweight,Rose Namajunas,def.,Joanna Jędrzejczyk (c),TKO (punches),1,3:03
Welterweight,Stephen Thompson,def.,Jorge Masvidal,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00
Middleweight,Paulo Costa,def.,Johny Hendricks,TKO (punches),2,1:23
Lightweight,James Vick,def.,Joseph Duffy,TKO (punches),2,4:59
Heavyweight,Mark Godbeer,def.,Walt Harris,DQ (illegal head kick),1,4:29
Light Heavyweight,Ovince Saint Preux,def.,Corey Anderson,KO (head kick),3,1:25
Welterweight,Randy Brown,def.,Mickey Gall,"Decision (unanimous) (29–28, 29–28, 29–27)",3,5:00
Heavyweight,Curtis Blaydes,def.,Aleksei Oleinik,TKO (doctor stoppage),2,1:56
Bantamweight,Ricardo Ramos,def.,Aiemann Zahabi,KO (spinning back elbow),3,1:58
