Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Welterweight,Demian Maia,def.,Ben Askren,Technical Submission (rear-naked choke),3,3:54
Lightweight,Stevie Ray,def.,Michael Johnson,"Decision (majority) (29–28, 29–28, 28–28)",3,5:00
Lightweight,Beneil Dariush,def.,Frank Camacho,Submission (rear-naked choke),1,2:02
Heavyweight,Ciryl Gane,def.,Don’tale Mayes,Submission (heel hook),3,4:46
Welterweight,Muslim Salikhov,def.,Laureano Staropoli,"Decision (unanimous) (30–26, 30–26, 29–28)",3,5:00
Women's Strawweight,Randa Markos,def.,Ashley Yoder,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Lightweight,Rafael Fiziev,def.,Alex White,"Decision (unanimous) (29–28, 30–27, 30–27)",3,5:00
Featherweight,Movsar Evloev,def.,Enrique Barzola,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Heavyweight,Sergei Pavlovich,def.,Maurice Greene,TKO (punches),1,2:11
Women's Strawweight,Loma Lookboonmee,def.,Aleksandra Albu,"Decision (split) (30–27, 28–29, 30–27)",3,5:00
Heavyweight,Raphael Pessoa Nunes,def.,Jeff Hughes,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
