Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Dan Henderson,def.,Maurício Rua,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00
Middleweight,Wanderlei Silva,def.,Cung Le,KO (knees and punches),2,4:49
Bantamweight,Urijah Faber,def.,Brian Bowles,Submission (guillotine choke),2,1:27
Welterweight,Martin Kampmann,def.,Rick Story,"Decision (split) (28–29, 30–27, 29–28)",3,5:00
Light Heavyweight,Stephan Bonnar,def.,Kyle Kingsbury,"Decision (unanimous) (30–27, 30–25, 30–27)",3,5:00
Light Heavyweight,Ryan Bader,def.,Jason Brilz,KO (punch),1,1:17
Bantamweight,Michael McDonald,def.,Alex Soto,KO (punches),1,0:56
Middleweight,Chris Weidman,def.,Tom Lawlor,Technical Submission (D'Arce choke),1,2:07
Lightweight,Gleison Tibau,def.,Rafael dos Anjos,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Catchweight (141 lbs),Miguel Torres,def.,Nick Pace,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
Welterweight,Seth Baczynski,def.,Matt Brown,Submission (guillotine choke),2,0:42
Catchweight (158 lbs),Danny Castillo,def.,Shamar Bailey,TKO (punches),1,4:52
