Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Light Heavyweight,Jon Jones (c),def.,Dominick Reyes,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00
Women’s Flyweight,Valentina Shevchenko (c),def.,Katlyn Chookagian,TKO (elbows and punches),3,1:03
Heavyweight,Justin Tafa,def.,Juan Adams,TKO (punches),1,1:59
Featherweight,Dan Ige,def.,Mirsad Bektić,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Heavyweight,Derrick Lewis,def.,Ilir Latifi,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Middleweight,Trevin Giles,def.,James Krause,"Decision (split) (28–29, 29–28, 29–28)",3,5:00
Women's Flyweight,Lauren Murphy,def.,Andrea Lee,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Welterweight,Khaos Williams,def.,Alex Morono,KO (punches),1,0:27
Bantamweight,Mario Bautista,def.,Miles Johns,TKO (flying knee and punches),2,1:41
Bantamweight,Journey Newson,def.,Domingo Pilarte,TKO (punches),1,0:38
Bantamweight,Andre Ewell,def.,Jonathan Martinez,"Decision (split) (28–29, 29–28, 30–27)",3,5:00
Featherweight,Youssef Zalal,def.,Austin Lingo,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00
