Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Bantamweight,Dominick Cruz,def.,T.J. Dillashaw (c),"Decision (split) (48–47, 46–49, 49–46)",5,5:00
Lightweight,Eddie Alvarez,def.,Anthony Pettis,"Decision (split) (29–28, 28–29, 29–28)",3,5:00
Heavyweight,Travis Browne,def.,Matt Mitrione,TKO (punches),3,4:09
Lightweight,Francisco Trinaldo,def.,Ross Pearson,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
Welterweight,Patrick Côté,def.,Ben Saunders,TKO (punches),2,1:14
Light Heavyweight,Ed Herman,def.,Tim Boetsch,TKO (knee and punches),2,1:39
Lightweight,Chris Wade,def.,Mehdi Baghdad,Submission (rear-naked choke),1,4:30
Featherweight,Luke Sanders,def.,Maximo Blanco,Submission (rear-naked choke),1,3:38
Lightweight,Paul Felder,def.,Daron Cruickshank,Submission (rear-naked choke),3,3:56
Light Heavyweight,Ilir Latifi,def.,Sean O'Connell,KO (punches),1,0:30
Featherweight,Charles Rosa,def.,Kyle Bochniak,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Bantamweight,Rob Font,def.,Joey Gomez,TKO (punches),2,4:13
Light Heavyweight,Francimar Barroso,def.,Elvis Mutapcic,"Decision (unanimous) (30–27, 29–28, 30–27)",3,5:00
