Weight Class,Red Fighter,Outcome,Blue Fighter,Method,Round,Time
Women's Featherweight,Germaine de Randamie,def.,Holly Holm,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00
Middleweight,Anderson Silva,def.,Derek Brunson,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00
Middleweight,Ronaldo Souza,def.,Tim Boetsch,Submission (kimura),1,3:41
Light Heavyweight,Glover Teixeira,def.,Jared Cannonier,"Decision (unanimous) (30–26, 30–26, 30–26)",3,5:00
Lightweight,Dustin Poirier,def.,Jim Miller,"Decision (majority) (28–28, 30–27, 29–28)",3,5:00
Welterweight,Belal Muhammad,def.,Randy Brown,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00
Flyweight,Wilson Reis,def.,Ulka Sasaki,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00
Lightweight,Islam Makhachev,def.,Nik Lentz,"Decision (unanimous) (30–25, 30–25, 30–27)",3,5:00
Featherweight,Rick Glenn,def.,Phillipe Nover,"Decision (split) (27–30, 29–28, 29–28)",3,5:00
Welterweight,Ryan LaFlare,def.,Roan Carneiro,"Decision (unanimous) (30–26, 30–27, 29–28)",3,5:00
